,conv_id,context,prompt,speaker_utterance,listener_utterance,empathy,pred,empathy_red
1885,hit:1753_conv:3507,surprised,I was surprised that a British rider won the tour de france again.,I was watching the Tour De France cycling race over the last week or two,Wow. Was it intersting?,3,3,3
1886,hit:12099_conv:24199,sentimental,My girlfriend made the cutest and most touching card for my birthday. I practically cried reading it.,My girlfriend made the cutest and most touching card for my birthday.,Aww that is sweet. Did you cry?,3,3,3
1887,hit:2962_conv:5925,furious,I was behind a guy going 10 miles per hour under the speed limit the other day. But when we got to a light that just turned yellow he floored it leaving me at the red light. ,I guess I got that going for me. I would not have hit the red light if he had been going the speed limit though!,Yes_comma_ Better safe than sorry I guess.,2,2,3
1888,hit:5466_conv:10932,proud,My husband got a promotion!,Thank you so much_comma_ I am so glad he is worked as hard as he has.,Yea_comma_ some people really prove that hard work can pay off. I hope he enjoys the promotion!,3,3,3
1891,hit:3701_conv:7402,hopeful,I am anticipating that the limestone mine in my area where I live at will be reclaimed. ,I am anticipating that the limestone mine in my area where I live at will be reclaimed.,If I am understanding you correctly_comma_ they are going to clean it up_comma_ right?,3,3,3
1894,hit:11836_conv:23673,embarrassed,I tripped over someone the other day,i apologized and wanted to die,what the what? why it is not such a big deal_comma_ it happens everyday,1,1,1
1897,hit:3419_conv:6839,sentimental,I found an old picture of my Great Grandparents when they were first married.  I rembeber both of them fondly.,Not visibly.  It was a picture from their wedding day and it brought a smile to my face to see them so young.,Aw hopefully you never lose that picture!,3,3,3
1898,hit:4766_conv:9533,ashamed,I lied to my wife,She asked me not to give our baby anything sugary before going to sleep and she went to take a shower and my son really wanted the cookie i was eating so i gave it to him. he had hard time falling asleep,that is not good :( so i bet your wife asked you if you give him something and you said no? you should tell her,3,3,3
1900,hit:1933_conv:3866,sad,I dropped my wife off at the airport for her 2 month trip out of the country.  I felt really bad all the way home.,Mostly work and hang out with the dogs. We just moved recently and I do not really know anyone outside of work.,I am sorry. Where did she go?,3,3,3
1904,hit:4309_conv:8619,content,When I stayed home sick with the flu_comma_ my wife let me stay in bed and took care of me.,It was_comma_ but I am very grateful to my wife. She let me rest all day_comma_ and brought me food and drinks to be as comfortable as possible. :),Wow! Great wife_comma_ Cherish her! Stack up on good vitamin C and good Elderberry when you are well to keep the flu away :)\,3,3,3
1905,hit:1390_conv:2781,nostalgic,I sure do miss the good old days of my childhood.,You going somewhere ?,4,1,1,1
1907,hit:146_conv:292,confident,I recently went surfing and surfed waves everyone else was afraid to. I was the man_comma_,Yes_comma_ I have been surfing for ever. Only three of us in the water.,That must be so much fun. I have never surfed but love to be on a boat.,3,3,3
1908,hit:5031_conv:10062,furious,I was furious to hear that my dental bill was three times of what I was expecting!,I was furious today when I heard my dental bill was going to be three times more than what I expected!,oh no. that is horrible,1,1,1
1909,hit:11012_conv:22025,joyful,The kids went back to school today!,Yep - and I have two left with the older one.  They do grow up so fast!,It is good to stop and appreciate teh moment sometimes.,3,3,3
1911,hit:11018_conv:22037,confident,I interviewed for a job. I thought it went great.,I interviewed for a new job last week. I felt like it went great! Really excited to hear from them.,That is so great! I hope you get the job - assuming it is one you really want.,3,3,3
1912,hit:9347_conv:18695,confident,i studied for days when i had a math test,i studied for days when i had a math test,That is great_comma_ how did it go?,2,2,3
1915,hit:11273_conv:22547,proud,My child is normally a D student but worked really hard and got the A B honor roll. I knew she could do it. ,Yeah and I am glad she realizes there is nothing wrong with her. It just takes a little effort.,yes_comma_ you have to put forth alot of effort in order to see good result. good for her. ,3,3,3
1916,hit:1309_conv:2618,proud,I once entered a card game tournament and came in first place. I know it's a small achievement_comma_ but I felt great.,Man_comma_ I really enjoy playing card games. I used to play in tournaments and compete_comma_ but that was a long time ago.,I love card games also.,1,1,1
1917,hit:6741_conv:13482,lonely,My husband left for a week long business trip_comma_ and he took our dog with him! I was all alone in the house.,Yeah_comma_ we are both kind of crazy about the dog lol_comma_ and I hate being alone in the house,Yeah_comma_ he should have left the dog with you so not only would you have some company_comma_ but some protection_comma_ too. But I do not know all of the situation so I guess I should not say for sure! Hopefully it is not for too long so you guys can get back to being a trio,3,3,3
1919,hit:12315_conv:24630,joyful,I got a scholarship for college.,I agree_comma_ I wanted to attend a higher ranking school but they did not give me any scholarship so I decided not to accept their offer.,Sometimes compromises have to be made. But I have to say_comma_ I am impressed that you were that self-aware about the entire process_comma_ especially as a somewhat new adult. Good for you for considering all the options and making the choice you felt was best. You sound like you will be successful after college_comma_ especially because of how hard-working you are.,3,3,3
1921,hit:5208_conv:10416,anxious,I'm finally going to get to talk to a girl I contacted onine.,I am finally going to get to talk to a girl I contacted onine,That sounds fun! Do you have a first date planned?,3,3,3
1922,hit:5346_conv:10693,disappointed,When my employer lied.,I quit my job due to the employer always lying to me_comma_ and they didnt even seem to care.,Wow how unappreciative they sound. You will be better off at your next job I am sure.,3,3,3
1924,hit:10768_conv:21536,terrified,I drove past a lonely road where is a hideout for criminals,"I drove past a lonely road where is a hideout for criminals"".",Did you feel scared?,1,1,1
1926,hit:20_conv:40,terrified,I was just on vacation in Biloxi. While hanging out on the balcony_comma_ I dropped some chips and then the balcony was swarmed by seagulls.,I was eating some chips on the balcony. I dropped them and then was swarmed by seagulls.,I live near the ocean_comma_ so I do understand how this can be. I hope you ran_comma_ very quickly.,3,3,3
1927,hit:11379_conv:22758,disgusted,I went into a local pizza place a while back. After ordering I noticed a working spit in someones pizza that wasn't mine.,I noticed one of the employees spitting in someone elses food.,That is disgusting. I would never eat there again.,2,2,3
1928,hit:1906_conv:3813,sentimental,I found some of my kids artwork from when they were little and it made me miss having them around all the time.,It is hard when they move away.,I imagine_comma_ but i am sure the family will be reunited soon.,3,3,3
1930,hit:3932_conv:7865,annoyed,I made plans to have a family cookout but it started storming I was so irritated.,Yes it is the worse especially in Florida it is sunny one day and pouring down raining the next.,Oh right_comma_ I spent some time in Florida when I was younger and I remember it being so unpredictable. Just gotta keep an umbrella all the time lol.,3,3,3
1933,hit:52_conv:105,furious,I was drivng home and this guy cut me off. I had to swerve in order to not hit him.,Well I to swerve onto the shoulder and almost caused a accident. Some people are just jerks on the road. ,I know the feeling. I hate driving now. Everyone is looking in their phone.,3,3,3
1935,hit:4627_conv:9255,nostalgic,I remember when I was a kid and in the summertime I used to catch fireflies and place them in a jar by my bedside at night.,The fireflies would blink in the jar all night long.,Yes I did that too,1,1,1
1936,hit:5821_conv:11642,lonely,I knew i shouldnt have trusted my brother with my dog!,ran away,I am so sorry to hear that_comma_ I hope you find it.,3,3,3
1937,hit:778_conv:1557,nostalgic,I went roller skating with my daughter and it brought me right back to my childhood.,I took my daughter roller skating for the first time recently and I was taken right back to my childhood. All I could think about was spending my Friday nights as a kid at the roller rink!,wow nostalgic. Wish you had time machine..,1,1,1
1938,hit:9926_conv:19852,surprised,There were 7 kittens on my doortstep this morning.,There were 7 kittens on my doortstep this morning.,Awesome!  Cute kitties!  Did you feed them,3,3,3
1940,hit:3019_conv:6038,hopeful,My new foster dog finally run around last night. She has been very abused and starved but is so young. I didn't know how long it would take her to get better or if she would recover quickly from her abuse. A week in- and loads of progress!,My new foster dog finally run around last night. She has been very abused and starved but is so young.,Aww_comma_ that is so sad to hear. I am glad that she has a good home now_comma_ though!,3,3,3
1941,hit:4514_conv:9028,caring,I feed and water my dogs every day.,I feed and water my dogs every day.,So sweet_comma_ It is good to have pets with us.,3,3,3
1944,hit:3339_conv:6678,proud,My friend got a huge scholarship.,yea i was so happy for him.,That is cool. It is good to be supportive of your friends.,3,3,3
1945,hit:11499_conv:22999,caring,I came outside yesterday to discover a baby bird on the ground out of his nest_comma_ I just couldn't leave without helping the little guy back in,Yeah I love pets_comma_ got turtles running around loose most of the time when I am home,That is so cute! Turtles running around?! Haha!! I have a rabbit_comma_ he loves to hop around my house too!,3,3,3
1946,hit:10976_conv:21952,disgusted, I went to this restaurant one time and when my food arrived I started to eat. That's when I noticed a piece of hair in my sandwich. I was totally grossed out and lost my appetite.,Do not you hate it when you find hair in your food?!,I do! It grosses me out_comma_ even when it is my own.,3,3,3
1950,hit:5494_conv:14189,faithful,How can one stay married for 14 years without cheating?,Ok_comma_ I think I am just being scared and finding an excuse,I think so. Having integrity and good character would stop you from doing that_comma_ would you want to be cheated on? You should be honest with your partner..or work on and water your relationship if you do not like it the way it is. Cheating after 14 years would truly make you a terrible person to waste someone elses life for 14 years only to go through such a betrayal.,3,3,3
1952,hit:9062_conv:18125,anxious,I am starting a new job next week. I am really nervous and not sure if I will do well.,I begin my new job next week. I am really nervous about starting.,it will be exciting. what will you be doing?,3,3,3
1954,hit:132_conv:265,grateful,My transmission went out in my car. My dad loaned me $500 to get it fixed. ,Of course she does! Lol that is hilarious_comma_ but I know how hard teenagers are so it is kind of almost serious too.,This was the most fun chat Ive had today. Enjoy yur day!,3,3,3
1955,hit:12258_conv:24516,lonely,Sometimes I feel like I'm alone for no reason,True_comma_ and I have felt that way before_comma_ but sometimes like a wave of those kinds of feelings hits like I am not worthy enough and stuff like that_comma_ but it is all good,Meditation on goals and positive ideas during some of that alone time can be so uplifting and refocuses you.,3,3,3
1957,hit:12190_conv:24381,surprised,I had not seen my best friend in over 3 years. When I came home from work she was sitting my living room. It was great!,He had just been busy with life. But he was at my house when I got home for work.,Oh that is a nice surprise. I bet you caught up with each other.,3,3,3
1959,hit:41_conv:82,content,I am happy to have a good vacation,Nothing special. I just travel to my familly. It has been almost a year that I did not see them.,Sounds rather special to me! Out of the country or to another state? ,3,3,3
1961,hit:416_conv:833,impressed,I am an ESL teacher and one of my 3 year old students came to school singing an entire song all about the planets. It was so cute!,Haha_comma_ I know that argument well. I teach some preschool/pre-k kids and they can definitely be a handful!,I agree. I am still trying to figure out why they fight so much over Blippi and Peppa pig! They are both horrible_comma_ just pick one and get it over with.  I will be miserable through both_comma_ lol,3,3,3
1964,hit:1709_conv:3418,grateful,I am so thankful for my time with my grandma,We like to sit and talk about everything,Is she still alive?,1,1,1
1965,hit:11618_conv:23237,grateful,My family threw me a suprise party and i felt so happy!,It was. I had an overwhelimg feeling of joy. I really love my family.,It sounds like you have a great family!,3,3,3
1966,hit:4790_conv:9581,sad,My little boy is starting Kindergarten in a few days,Yes and I will get a break during the day also!,"""That is a definite plus. You will be able to have a little """"me"""" time_comma_ which is also important.""",3,3,3
1967,hit:865_conv:1731,anxious,I'm typically this way in a lot of situations_comma_ most recently when I had to go to the doctor and have something removed.  I felt better once I was there_comma_ though the feeling lingered a bit.  Everything turned out fine in the end.,I had to go to the doctor recently but everything turned out fine,That is always good news. Were you worried something was wrong?,3,3,3
1969,hit:7570_conv:15140,confident,I know I will win my court case.,I expect to get a lot of money.,Good for you. I hope you will,2,2,3
1970,hit:7277_conv:14555,annoyed,As soon as my husband gets home from work_comma_ I have to leave for work. Lately he's been taking his time getting home because he's socializing with coworkers and it makes me run late.,As soon as my husband gets home from work_comma_ I have to leave to go to work.,That really stinks. Maybe  you both can take some time off of work and be together?,3,3,3
1975,hit:4001_conv:8003,impressed,Someone cooks a fancy meal,I went to the fanciest dinner party the other night. It was  eight amazing courses of food!,What kind of food was there?,1,1,1
1977,hit:11378_conv:22757,joyful,I just bought a new puppy and super stoked about it!,I just got a new dog!,hey_comma_ that sounds wonderful. a puppy?,3,3,3
1978,hit:7833_conv:15667,ashamed,I stole from my parents as a kid and got caught. I felt so bad afterwards.,I stole from my parents and they caught me. I felt so bad as they yell at me.,I would feel guilty too if I was in your shoes. Did you feel bad because you stole or bad because you got caught?,3,3,3
1981,hit:8698_conv:17397,guilty,I ate the last piece of cake at the work office party and didn't tell anyone.,I ate the last piece of cake at the office party at work and did not tell anyone.,I would do that to.,2,2,3
1982,hit:10954_conv:21908,afraid,My stepmother just passed away and I am concerned about my dad,He seams fine when I talk with him but I know he is not. H has had a problem with substance abuse in the past,That is really rough. Do you think he may have relapsed?,3,3,3
1983,hit:11558_conv:23117,grateful,I have amazing friends. One of them drove me to the airport,I have some great friends. One of them drove me to the airport tomorrow,That was really nice of them. I bet you are appreciative.,3,3,3
1985,hit:6464_conv:12928,joyful,I am expecting my first child. It is going to be a boy! We are preparing the nursery and getting everything in order for his arrival! ,Yes_comma_ it is!,Be sure to get plenty of rest thought! Its easy to lose sleep in such a time.,3,3,3
1988,hit:8441_conv:16882,trusting,I had to have this oral surgery once_comma_ I remember it very well because it was an uncommon procedure. They had to go up in my gums and attached a chain to one of my eye teeth and sew it back up and then once everything healed the orthodontist pulled the tooth down slowly over several months by attaching the chain to my braces.,Yeah_comma_ it was the orthodontist but my teeth are so straight and pretty now_comma_ it sure was painful and hard to put faith in someone over 5 years of surgeries and appliances in my mouth and all that jazz. I remember asking everytime_comma_ is this really going to be worth it?,I had braces growing up too_comma_ the worst part for me was the molding!,3,3,3
1989,hit:12194_conv:24388,proud,My 4 year old just learned how to write his name.,So my 4 year old just learned how to spell his name last week.,Oh that is cool! I bet you are proud.,3,3,3
1992,hit:10016_conv:20033,content,I have everything I have ever wanted in life right now. I don't want anything to change.,I have everything I have ever wanted.,That must be a great feeling.,1,1,1
1996,hit:3976_conv:7953,furious,Someone just stole my car.,Someone just stole my car.,That sucks? Did you see anything?,3,3,3
1998,hit:5344_conv:10688,apprehensive,I had a job interview a month back that was very important to my career. I went in there extremely nervous. I guess that didn't show because I ended up getting the job.,I am_comma_ it is been tough to prove myself there but I think I am finally starting to feel comfortable here.,Keep doing what youre doing!  I think youll keep moving up that company ladder in no time,3,3,3
2004,hit:7384_conv:14769,guilty,I forgot my mom's birthday was 2 days ago.,That is a great idea. I will do that!,A mothers love is unconditional_comma_ she will forgive you :),3,3,3
2005,hit:3856_conv:7713,excited,I remember when I was younger waiting Christmas Day to unwrap presents.  There were a lot of things I wanted that year.,Well I was really looking forward to the Super Nintendo.  It had just come out that year and everyone my age wanted one.,The super nintendo is a classic. What is your favorite game?,3,3,3
2007,hit:3139_conv:6279,surprised,Last week_comma_ my husband surprised me with a trip to Charleston_comma_ South Carolina next month. I am so excited! We haven't had a vacation in years so I can't even believe it!,Eat at as many restaurants as I can_comma_ go to Folley Beach_comma_ explore plantations_comma_ and take a carriage ride to name a few. I have been researching a lot. ,Sounds like a grand ole time. Everyone likes the good ole carriage ride every now and again.,3,3,3
2008,hit:4847_conv:9694,sad,I broke my new phone yesterday. I was very upset.,I broke my new phone yesterday.,Uh oh_comma_ that is bad. Did you have insurance for it?,3,3,3
2011,hit:870_conv:1740,trusting,I have the best best friend in the world. She is like family.,I have had the same best friend for 10 years now,That is good! It is always nice to have friends you can rely on,3,3,3
2012,hit:8210_conv:16420,guilty,I was supposed to study for a big test in college_comma_ and I made a big deal about passing it. I didn't study as hard as I should've and failed.,I just had a huge test that I was supposed to pass. I bragged to everyone that I would_comma_ but I do not think I did.,Oh no what happened? Why do not you think you did well?,3,3,3
2013,hit:6813_conv:13626,sad,My girlfriend broke up with me recently. Things just didn't seem to work out,We drifted apart it seems,That is hard! Relationships are hard work.,1,1,1
2014,hit:1436_conv:2873,devastated,I was driving the other day and a little turtle was in the road. I turned around and went back to get him before he got ran over and didn't make it. Ugh. He got hit and smashed that fast before I could get him,I do not know why they keep going across roads like that. They are so tiny sometimes cars do not see them.,I do not think they know where they are going. Probably just trying to get home.,3,3,3
2015,hit:4365_conv:8731,embarrassed,I couldn't get into my car in the parking lot the other day and something was wrong with the lock_comma_ so I called a locksmith out to open the door and then realized_comma_ it wasn't my car. I wanted to crawl into a hole.,I could not get into my car in the parking lot the other day and something was wrong with the lock_comma_ so I called a locksmith out to open the door and then realized_comma_ it was not my car. I wanted to crawl into a hole.,Hahaha. I am so sorry_comma_ but that made me laugh. I really do not mean to make you feel like I am thinking you are dumb_comma_ because I do not. Everyone makes that mistake. I have an old Honda Civic_comma_ and I run into that problem_comma_ too. You probably gave the locksmith a good story to tell_comma_ and made his day. Hopefully you can smile at it tomorrow.,3,3,3
2018,hit:128_conv:256,proud,I got to a really high level in a video game.,I play some competitive video games and I think I am pretty good at one of them.,I love to play Madden.,1,1,1
2019,hit:6297_conv:12594,guilty,My wife asked me to clean the house while she was away for a few days and I ended up wasting my time playing video games instead.,My wife wanted me to clean the house while she was away for a few days and I ended up spending my free time playing video games instead. She was so pissed off when she got back. I feel terrible.,HAHA that sounds just like my husband!,1,1,1
2020,hit:9318_conv:18637,content,I just made a delicious pie_comma_ i let it cool to room temperature and ate it with ice cream it was perfect.,It was apple pit_comma_  I let it cool to room temp and ate it with ice cream it was so good.,Oh I love apple pie with ice cream_comma_ it is such a good combination,3,3,3
2021,hit:6743_conv:13487,disappointed,I wish I could have visited my family this weekend. But I have a big project to work on.,I feel a bit sad about this weekend. I have to work on a big project for work instead of visiting my family.,I am sorry to hear that. Hopefully after this project you can get some time off to spend with your family.,3,3,3
2025,hit:10593_conv:21187,sentimental,I found my son's old report cards from school. He was always into mischief.,Last night I was going through my son's memory box and I found his report card from 4th grade. He was always in some kind of mischief. Always makes me smile to read these memories.,They grow up so quickly!  How old is he now?,3,3,3
2027,hit:7375_conv:14750,grateful,I have been feeling so blessed! I randomly got a promotion at work_comma_ wasn't expecting it. ,I just got a promotion at my job! ,I am happy for you. What kind of work,3,3,3
2034,hit:7915_conv:15831,confident,I refinished the concrete slab before erecting a new screened in lanai. I was positive that it would come out looking awesome_comma_ as it did.,Yes_comma_ I am kinda proud of it. I watched YouTube videos and used my prior concrete experience and I must say the result was pretty awesome. Totally Happy with it.,I think you should take the rest of the day of and relax in your new lanai. You can sit and bask in the glory of a job well done!,3,3,3
2036,hit:8604_conv:17209,hopeful,My oldest daughter is graduating high school this spring.  I have so many dreams for her_comma_ I'm having a hard time containing myself.,Yes_comma_ she is going to college_comma_ she wants to be a vet.  I have such big dreams for her_comma_ but I think she has even bigger for  herself.,Sounds great. I wish all the best in her future endeavors. ,3,3,3
2041,hit:4958_conv:9916,grateful,I did not have enough money to take my son back to school shopping. My mom took him shopping yesterday and got all his supplies and clothes. I am so lucky.,He starts next week. My mom took him yesterday and got all his supplies and some new clothes.,Thats great. Thats good to hear,3,3,3
2042,hit:8584_conv:17169,surprised,We just celebrated our 22nd anniversary.  My husband gave me a card with two tickets for a cruise this coming spring.,My husband and I just celebrated our 22nd wedding anniversary. I cannot believe we have made it this far_comma_ so far.,Congratulations!  Marriages take work but it is totally worth it when you have a good partner.  Did you do anything special for the anniversary?,3,3,3
2046,hit:7958_conv:15917,disappointed,I requested money for my hospital bill_comma_i was promised _comma_but on getting there that fateful day_comma_i was no happy!,Well_comma_ i needed the money urgently!,You can take out a loan_comma_ but good luck_comma_ I hope you get it!,3,3,3
2047,hit:7676_conv:15353,proud,My wife wrote a really good article on networking.  I don't think it'll amount to anything_comma_ but I think she should get it published.,My wife can write really well_comma_ and she just wrote this article on networking.,I seem you must be quite proud of her for writing on such a subject.,3,3,3
2049,hit:5785_conv:11571,hopeful,I guess i will be selected as a next team leader ,Yes. I was expecting that very much.,Good for you.,2,2,3
2050,hit:5521_conv:11043,confident,I have felt this way while preparing for grad school.,School Psychology_comma_ I want to be a counselor.,We need you. Hang in there.,1,1,1
2051,hit:1039_conv:2079,hopeful,If my plans work out_comma_ Ill be moving to France in the winter.,If my plans work out_comma_ I will be moving to France in the winter.,that is so cool! omg beautiful.. what part of france? ,3,3,3
2052,hit:1572_conv:3144,guilty,I had plans with my friend to go to dinner_comma_ but I chose to stay at work to make more money.,No. She is not taking my calls currently.,Maybe you can make it up to them.,1,1,1
2053,hit:2775_conv:5551,anticipating, I just talked to my kid's pre-k teacher. They already know each other. I can't wait,School starts soon. I just spoke with my daughters teacher.,What grade is she in_comma_ and how did it go!? ,2,2,3
2064,hit:5756_conv:11513,surprised,I was surprised to receive a parcel yesterday. It was from my Aunt.,None of the above:-) It was delivered by the Royal Mail.,I have never heard of them. What was in the parcel?,2,2,3
2066,hit:9881_conv:19763,annoyed,I've been getting really bad headaches recently,No clue_comma_ maybe it is the lack of sleep? Or maybe I have been in front of my computer for too long,It could be. Also may be related to dehydration_comma_ and eye strain related to visual problems. Try and drink more water and have your eyes checked to be sure!,3,3,3
2068,hit:6208_conv:12416,disappointed,My girlfriend said no_comma_ when I asked her to marry me.,She said she is just not ready.,Are you still with her?,1,1,1
2069,hit:6230_conv:12461,lonely,Sometimes I want privacy_comma_ but now that I have it_comma_ I miss my roomies.,Oh manm_comma_ you make a good point!,Yeah_comma_ thats was my biggest pet peeve. No more clogged drains_comma_ dirty dishes or anything but my own!,3,3,3
2070,hit:11019_conv:22039,furious,They arrested 9 people at a nearby farm for animal cruelty and they are already out on bond!,Wow! It makes me sad how people can be so cruel to animals that do not have the ability to fight back. The rescue shelters here have been working overtime to get things straightened out at that farm.,I could chat with you all day! We have a lot in common- I feel the same way. Keep chatting? Poor rescue animals. ,3,3,3
2072,hit:11957_conv:23914,furious,My 15 year old son took my ferrari out for a test drive and crashed it.  I only have three more of those!,My 15 year old son took my ferrari out for a test drive and crashed it.,I hope you had insurance.,1,1,1
2073,hit:9633_conv:19267,anticipating,I have a three month trip planned starting in September. I have been counting down the days until I leave.,I am going all over Europe. I got my route planned and everything. I cannot wait to leave.,That is amazing! What places do you want to visit the most?,3,3,3
2075,hit:5289_conv:10579,annoyed,I woke up a lot last night and felt like I didn't sleep at all. So I was not in the best mood all day and everything was getting on my nerves. Can't wait for this day to be DONE,woke up a lot last night and felt like I did not sleep at all. So I was not in the best mood all day and everything was getting on my nerves,I hate that feeling! Do you have that happen often? I feel you. I have been losing sleep every night recently. Are you in front of blue light computer screens or phones a lot?,3,3,3
2079,hit:5654_conv:11309,nostalgic,every time a christmas story comes out on tv i have to watch it ,i just love christmas _comma_ and every time a christmas story movie comes on around december i just have to sit down and watch it _comma_ brings back happy memories ,it is a great time of the year,3,3,3
2081,hit:7036_conv:14072,angry,I don't know what makes me more upset a rude employee or the manager I had my food order messed up and Wendy's gave me so much attitude super rude. ,Some restaurants just have the worst workers they are so rude and mean to us the customers. ,I agree. I do not know why they work in the service industry if they do not like to be nice,3,3,3
2082,hit:270_conv:540,annoyed,When my boss backtracks on what he says,I get so annoyed with people who say one thing and do something else. My boss is one of those people. I wish there was just instance that I could be like this is where he annoyed me_comma_ but that is not the case. It happens every day.,I am sorry to hear you are having to deal with that,3,3,3
2085,hit:3652_conv:7304,anxious,I was raped. I have just gone for a test to know if I am pregnant or I caught a disease from the bad experience,I was raped. I have just gone for a test to know if I am pregnant or I caught a disease from the bad experience,Oh_comma_ I am so sorry this happened to you. What an animal! When will you know the results of your tests?,3,3,3
2088,hit:7781_conv:15563,jealous,It truly seems that all my friends have a much better husband than I do.  Mine is one of those that love is conditional.,He is one of those love is conditional people and it is so hard.,Those type of people are really difficult to deal with. I hope he is open to change.,3,3,3
2090,hit:10836_conv:21673,sad,I am depressed most of the time,We have changed it multiple times and nothing is really working. Its so frustrating. I just want myself back and I cant have him,I hope one day you can find a solution and get back to being the old you.,3,3,3
2092,hit:5976_conv:11952,surprised,I just found out that my parents are bringing my husband and I and my kids on a week long trip to Hawaii!  ,I just found out that my parents are bringing my husband and I and my kids on a week long trip to Hawaii! ,Oh how exciting_comma_ to the big island or somewhere else?,3,3,3
2093,hit:1897_conv:3794,terrified,My sister talked me into going on a new wild roller coaster. I hate roller coasters_comma_ but I went anyway. It was as scary as I thought.,My sister talked me into going on a wild new roller coaster. I hate roller coasters!,you should go,1,1,1
2094,hit:8378_conv:16756,caring,I found a stray kitten outside the pizza place the other day. I brought it home to give it some love.,I am sure she will be. She is still wary of my dogs but they are just excited to have a new friend to play with. I caught them cuddling on the couch last night.,That is precious_comma_ animals are something special_comma_ that is for sure,3,3,3
2098,hit:4237_conv:8475,angry,My manager keep lying to me. He is trying to advantage of me.,I want to do both but I cannot if I want to keep my job.,One time i secretly called my boss's wife and outted him for an affair he was having with one of my coworkers.. lol he never knew..,1,1,1
2100,hit:9561_conv:19122,confident,I have been hired to help professors set up and grade for their classes. The interview process took a long time but I was sure I could get it.,I was_comma_ I love education and this is a good step for me.,I am happy for you that you are pursuing your passion.,3,3,3
2101,hit:4841_conv:9683,furious,I was sitting eating dinner when all of the sudden my cat jumped on the kitchen table and knocked over my food! I was SO mad.,I have this cat that loves to cause issues,What sort of issues?,1,1,1
2104,hit:4345_conv:8691,annoyed,My mom makes me babysit my nephew all the time. I am sick of it. He is a brat.,My mom makes me babysit my nephew all the time.,I would not want to be in your position it is ok to help but all the time it can be dreadful.,3,3,3
2106,hit:10101_conv:20202,trusting,The first time I went on a motorcycle_comma_ I was scared. But I knew my husband wouldn't do anything to hurt me. I trusted him with my life.,The first time I went on a motorcycle_comma_ I was scared. But I knew my husband would not do anything to hurt me. I trusted him with my life.,It must be nice to have that kind of trust for someone_comma_ and motorcycles can be fun!,3,3,3
2107,hit:1406_conv:2812,guilty,Borrowed my friend's car_comma_ and someone rammed her the door in the parking lot.,Oh yea. I am paying her deductible for it.,well thats good of you! too bad it happened :/ but glad shes not upset ,3,3,3
2108,hit:9007_conv:18014,hopeful,I'm staying positive about this business scheme.  I'm sure my friend will come around_comma_ he just needs some good convincing,I am trying to convince my friend to hop on board this business venture. I am staying positive I am sure he will come around,That sounds like it could be a great success.  Do you both work well together?,3,3,3
2109,hit:132_conv:265,grateful,My transmission went out in my car. My dad loaned me $500 to get it fixed. ,Yes it is! Especially for two!,of course the 13 year old hates to babysit. I cannot wait until she moves out. jk,3,3,3
2114,hit:3548_conv:7097,impressed,I watched the UFC fights last night.  I didn't think it would happen but Dillishaw knocked out Corey again.,Did you watch the UFC fights last night,Yes I love combat sports.,2,2,3
2115,hit:5693_conv:11387,surprised,I was going to get to cables boxes so my kids could have one in their room but I didn't I can't believe they are always watching my tv.,I just got cable and decided on only one receiver.,Oh ok_comma_ I hope you are enjoying it. Why only one receiver?,3,3,3
2117,hit:877_conv:1754,angry,I ordered chicken the other day and it was still pink on the inside.,I am only going to order chicken in person now lol,You could always just go the sushi route from now on. You cannot udner cook it.,3,3,3
2120,hit:11735_conv:23471,sentimental,I saw a dog get hit by a car today_comma_ it was a very emotional day.,It was pretty tramatic_comma_ I still see the dog getting hit in my head and the sound. No_comma_ I was on my way to work_comma_ I could not stop :(,That is so sad! What on earth is a dog doing around a highway?! That just breaks my heart..,3,3,3
2124,hit:8271_conv:16543,proud,I just started learning to rock climb at a local indoor climbing facility near me and finally got to the top of the tallest wall!,I have struggled with chronic pain for over 13 years and almost died from my autoimmune condition.  I decided I would fight and work my way to do things I would never do.  This was one of them.,I can understand that. I have MS so I am no stranger to autoimmune diseases.,3,3,3
2127,hit:9587_conv:19175,furious,My car was parked in a street spot last night and someone hit it.  They didn't leave a note or anything.  Now my insurance company is trying to tell me it's an at fault accident,My car was parked on the street last night and someone hit it. They did not even leave a note,Oh man! That sucks! Did anyone happen to see it?,3,3,3
2128,hit:1635_conv:3271,grateful,My wife just bought me a car for our anniversary_comma_ and I am so glad she did.,A new SUV I have had my eye on. I really was not expecting it_comma_ but she said 30 years is a big anniversary.,Congratulations on the strong marriage and car!,3,3,3
2130,hit:10026_conv:20053,lonely,My wife is going to be gone for the weekend. I'll be all alone and with nothing to do.,I do not really have anything to do! I will be all alone here_comma_ so I probably will sleep in.,Sleeping in should be a positive thing! Take this as your time for yourself and relax.,3,3,3
2131,hit:8267_conv:16535,caring,Recently_comma_ my wife has lost a lot of loved ones. I have had to hold her in my arms several nights in a row while she cried to sleep.,My wife has been really sad here recently_comma_ I have had to hold her while she cries herself to sleep at night.,That is very sad. Did something recently happen to her? ,3,3,3
2134,hit:3645_conv:7290,grateful,I don't have a car anymore but I am content with that. Everything I need is within walking distance so whatever.,Yeah_comma_ I am grateful at the moment,Are you saving up for another car?,1,1,1
2135,hit:11419_conv:22838,nostalgic,I was cleaning out my attic and found all my childhood toys,My old games and action figures. all my old memorys started flooding back to me,That is nice.  Remembering childhood can be fun,3,3,3
