conv_id,context,prompt,speaker_utterance,listener_utterance,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,empathy
hit:428_conv:856,apprehensive,I am tired of working midnights_comma_ but scared to start something new,"Ugh I am so sick of working overnight shifts, but I am nervous to start something new.",You should always be confident and take risks in life.,0.05299999999999997,0.122,-0.13766666666666666,0.37549999999999994,0.14600000000000002,0.1665,17,10,2
hit:428_conv:856,apprehensive,I am tired of working midnights_comma_ but scared to start something new,"That's definitely true, I just worry that the grass is always greener on the other side.",Yea it reminds me of a time I took a risk on an investment. It paid off!,0.092,-0.16799999999999998,-0.11399999999999999,0.15749999999999997,0.054000000000000006,0.132,16,17,2
hit:12046_conv:24093,confident,I've been building myself up to handle problems.,I've been trying to get myself into a better position to handle problems from.,What problems do you need to handle?,0.05200000000000002,0.13,0.089,-0.15333333333333332,0.19266666666666665,-0.218,14,7,3
hit:12046_conv:24093,confident,I've been building myself up to handle problems.,"financial, family, health, job...you know...everything.","I got you, well I hope that you get to that position at some point soon!",0.6115999999999999,-0.11520000000000001,0.3348,0.3805,-0.2225,0.1875,5,16,3
hit:2346_conv:4692,guilty,I lost the shoes my friend bought me.,I lost the shoes my friend bought me.,were they expensive shoes?,0.08133333333333337,-0.13266666666666668,-0.3273333333333333,-0.15999999999999998,-0.23500000000000001,-0.182,8,4,1
hit:2346_conv:4692,guilty,I lost the shoes my friend bought me.,"Yea, they were. He worked a lot to get them for me.",What shoes were they?,0.34800000000000003,-0.18600000000000003,0.006000000000000005,0.034,-0.55,-0.424,12,4,1
hit:6749_conv:13499,prepared,I've got all my fishing gear packed up. I'm ready for tomorrow morning.,I've got all my fishing gear packed up. I'm ready for tomorrow morning.,OMG I am so jealous I love fishing.  Where are you going?,0.3748,-0.256,-0.03480000000000001,0.2333333333333333,0.10466666666666667,-0.05133333333333334,13,12,3
hit:6749_conv:13499,prepared,I've got all my fishing gear packed up. I'm ready for tomorrow morning.,We're going to be fishing near black duck bay.,Fun times!  I did a little beach fishing not long ago at New Smyrna.  I hope you catch some cool fish!,0.32999999999999996,-0.3875,-0.118,0.3494999999999999,-0.19999999999999998,0.03333333333333335,9,21,3
hit:6749_conv:13499,prepared,I've got all my fishing gear packed up. I'm ready for tomorrow morning.,The weather is supposed to be ideal. We should do good.,Have fun for me!,0.3844,-0.2692,0.10800000000000001,0.836,0.686,0.334,11,4,3
hit:1798_conv:3596,disappointed,I feel really let down because I ordered some vitamins for my dog on eBay and they never showed up even thought they were supposed to have been shipped.,My dog won't have his vitamins for his allergies now for another week because of this foobar situation.,Oh wow that seems like a bad situation. ,0.20833333333333337,-0.18566666666666667,-0.03333333333333333,-0.08333333333333333,-0.09000000000000001,-0.05399999999999999,18,8,3
hit:1798_conv:3596,disappointed,I feel really let down because I ordered some vitamins for my dog on eBay and they never showed up even thought they were supposed to have been shipped.,Yes it is pretty sad that I can't get what I paid for. I even contacted the seller but they never responded.,Is there another company that may be able to help you?,0.2375,-0.04300000000000001,0.006000000000000019,0.5345,-0.1655,0.1565,22,11,3
hit:10881_conv:21762,faithful,My husband is the best. I love life with him.,My husband is my best friend. I am so glad I get to share life with him.,"It's awesome to have a partner like that. That's certainly why they call it ""the other half.""",0.6773333333333333,0.14333333333333334,0.33466666666666667,0.4076666666666667,-0.05266666666666666,0.11666666666666665,17,17,3
hit:10881_conv:21762,faithful,My husband is the best. I love life with him.,"Yes, makes day to day life more enjoyable. ",I second that. Finding that eternal partner is one of the greatest joys a human being can experience.,0.616,-0.17840000000000003,0.0748,0.4875999999999999,-0.11499999999999996,0.2786,8,18,3
hit:10881_conv:21762,faithful,My husband is the best. I love life with him.,It has been a wonderful journey over the last 10 years.,Well I toast you to 10 more and beyond.,0.6153333333333334,0.17466666666666666,0.24666666666666667,0.48,-0.236,-0.288,11,9,3
hit:5500_conv:11000,terrified, I was so scared of the movie the Grudge as a kid_comma_ it still scares me to this day," I was so scared of the movie the Grudge as a kid, it still scares me to this day",I think I remember that movie,-0.11533333333333333,0.22233333333333336,-0.32633333333333336,0.5693333333333334,-0.07333333333333332,0.028666666666666663,19,6,1
hit:5500_conv:11000,terrified, I was so scared of the movie the Grudge as a kid_comma_ it still scares me to this day,"It was about the asian lady with long black hair, very scary",YES. I didn't see it lol,0.01949999999999999,-0.013999999999999985,-0.020500000000000004,0.27,-0.462,-0.376,12,6,1
hit:433_conv:866,grateful,My son needed to borrow money for transportation last week. I was just thankful to be able to help him.,It is such a privilege to be able to help someone in any way you can.,Indeed. It makes you feel good when you can help somebody else with their problem,0.37266666666666665,-0.17633333333333334,0.17300000000000001,0.2636,0.0019999999999999905,-0.006,16,15,3
hit:433_conv:866,grateful,My son needed to borrow money for transportation last week. I was just thankful to be able to help him.,It also makes me feel bad when i'm unable to help.,"I think if everybody in the world offered a hand of help to one another, we would not have much problem",-0.033600000000000005,0.030799999999999994,-0.15919999999999998,0.12422222222222226,-0.15244444444444444,0.024666666666666667,11,21,3
hit:6399_conv:12799,afraid,Once I was at a large rave at an abandoned shipping wharf. The cops came and made the people throwing it shut it down. I was out of it_comma_ and worried I was going to jail.,"During carnival season, there is a big rave at an undisclosed location in the middle of the night.",I use to go to raves when I was in high school.,0.29025,-0.047,-0.03250000000000001,0.1985,-0.13399999999999998,0.05000000000000001,18,12,2
hit:6399_conv:12799,afraid,Once I was at a large rave at an abandoned shipping wharf. The cops came and made the people throwing it shut it down. I was out of it_comma_ and worried I was going to jail.,"They are a lot of fun! I must admit though, I was pretty nervous when the cops showed up to shut it down.",Did you get arrested?,-0.048888888888888885,0.03355555555555557,-0.037777777777777764,0.48,0.188,0.334,23,4,2
hit:4333_conv:8666,furious,I found a huge nail on my car's tire... horrible thing to encounter early in the mornin,I found a huge nail on my car's tire... horrible thing to encounter early in the morningt,You are very lucky you didn't crash your car while driving.,0.08275,0.0017499999999999946,-0.07275000000000001,0.2866666666666667,0.3706666666666667,0.09866666666666667,17,11,2
hit:4333_conv:8666,furious,I found a huge nail on my car's tire... horrible thing to encounter early in the mornin,Yes I'm glad it didn't happen while I was driving at least,"Yes, how much did it cost to fix the tire?",0.615,0.43000000000000005,0.291,0.042,-0.10466666666666667,-0.10733333333333332,12,10,2
hit:8897_conv:17794,sentimental,I inherited my fathers watch. I like to wear every now and then. Its a great reminder of him.,I like to wear my fathers watch that I inherited. Its a nice reminder of him.,That is a nice way to remember him. Its good that you have something of his to keep his memory alive.,0.2853333333333334,-0.24433333333333337,0.06233333333333333,0.5559999999999999,-0.19485714285714287,0.11685714285714287,16,21,3
hit:8897_conv:17794,sentimental,I inherited my fathers watch. I like to wear every now and then. Its a great reminder of him.,It really makes me feel like he is right there with me sometimes.,I'm sure that's an awesome feeling. ,0.4725,-0.1365,0.11599999999999999,0.6733333333333333,-0.002666666666666669,0.4766666666666666,13,6,3
hit:9088_conv:18177,hopeful,I worry about climate change. It seems really serious_comma_ but I'm optomistic that we will figure it out,I really worry about climate change. ,yea? i think its the same there is just more coverage of everything,0.003333333333333336,0.060666666666666674,-0.09600000000000002,0.5359999999999999,-0.17800000000000002,0.146,6,13,1
hit:9088_conv:18177,hopeful,I worry about climate change. It seems really serious_comma_ but I'm optomistic that we will figure it out,Yeah and that makes me optomistic that we will figure it out. ,i hope we do but it will probably be after im dead and gone,0.372,-0.252,-0.011000000000000001,-0.029500000000000012,-0.2255,-0.1705,12,14,1
hit:7314_conv:14628,devastated,I was crushed when i didnt win the lottery,i was crushed when i didnt win the lottery,"Why, the odds are not in your favor",0.24333333333333332,0.3813333333333333,0.11933333333333333,0.312,-0.22,0.19899999999999998,9,8,2
hit:7314_conv:14628,devastated,I was crushed when i didnt win the lottery,well now you tell me!,"Ha, its never bad to try though",0.102,-0.3,-0.086,-0.271,0.176,-0.07100000000000001,5,7,2
hit:2849_conv:5699,surprised,While I was taking my dogs out to potty the other morning I came in to find a note left by my spouse that said pick one of these shirts and be ready by noon. It was quite wonderful and unexpected we went for a really nice lunch and had an amazing day together.,I got a wonderful surprise the other day.,I love surprises.  What was it?,0.5185,0.075,0.02000000000000001,0.875,0.394,0.235,8,6,3
hit:2849_conv:5699,surprised,While I was taking my dogs out to potty the other morning I came in to find a note left by my spouse that said pick one of these shirts and be ready by noon. It was quite wonderful and unexpected we went for a really nice lunch and had an amazing day together.,My husband picked out a few different shirts and told me to pick one of them and be ready by noon. He took me on the most wonderful date.,Nice!  Where did he take you?,0.34709090909090906,-0.2123636363636364,0.068,0.758,-0.021000000000000005,-0.0020000000000000018,29,6,3
hit:2298_conv:4597,disgusted,I got my burger with millions of onions on it today when I specifically asked for no onions. Im allergic.,I order a burger today with no onions. I am allergic.,Allergic to onions? I have never heard of anyone with that allergy. Must be tough ,0.11480000000000001,-0.16599999999999998,-0.10840000000000001,-0.2273333333333333,-0.039666666666666676,-0.06,11,15,2
hit:2298_conv:4597,disgusted,I got my burger with millions of onions on it today when I specifically asked for no onions. Im allergic.,Not if I don'te eat them. There were so many onions on that burger.,"I hate onions, I just don't like the texture of them",0.19800000000000004,-0.043333333333333335,-0.17066666666666666,-0.1285,-0.1315,-0.16499999999999998,14,11,2
hit:7151_conv:14302,hopeful,I have a job interview next week. I hope I get it,I have a job interview coming up,Is it for a hourly wage job or salary?,0.3385,0.0585,0.2145,0.29200000000000004,-0.0405,0.21250000000000002,7,9,1
hit:7151_conv:14302,hopeful,I have a job interview next week. I hope I get it,A salary,"Was it in a field that you wanted to be in, or just because you needed a job?",0.572,-0.04,0.304,0.3405,-0.24850000000000003,0.143,2,18,1
hit:2875_conv:5751,afraid,I am going to my first haunted house this October!  I don't know why I feel so scarred!,I am going to my first haunted house this October! I don't know why I feel so scarred!,"Ha, that will be fun though",0.2172,-0.06840000000000002,0.25639999999999996,0.616,0.251,0.402,18,6,2
hit:2875_conv:5751,afraid,I am going to my first haunted house this October!  I don't know why I feel so scarred!,"I hope so because as of right now, I feel like a chicken!","Ha, I bet it will be fine",0.5128000000000001,-0.22800000000000004,0.15399999999999997,0.27066666666666667,-0.10266666666666667,0.2093333333333333,13,7,2
hit:9480_conv:18961,angry,I got really mad at my dog the other day. There's a rabbit living under my shed_comma_ and when he saw it eating our grass_comma_ he chased it out of our yard.,I got so mad at my dog the other day.,What did your dog do?,0.05699999999999998,-0.06400000000000002,-0.33399999999999996,0.408,0.0,-0.186,10,5,3
hit:9480_conv:18961,angry,I got really mad at my dog the other day. There's a rabbit living under my shed_comma_ and when he saw it eating our grass_comma_ he chased it out of our yard.,"He saw the rabbit that lives under my shed eating some grass in my yard, and decided to scare it and chase it away.","Oh no, well at least he didnt hurt the rabbit.",0.06288888888888887,0.0015555555555555446,-0.058444444444444445,-0.253,0.10300000000000001,-0.46799999999999997,24,10,3
hit:9507_conv:19015,caring,I showed my wife how to use a gun,So much stuff going on in our neighbourhood i just don't feel safe anymore. I taught my wife how to use my gun so she could protect herself when i'm at work,"that is really sad to hear, i remember when i was a kid there was no problem even leaving the door unlock",0.3664444444444445,0.10533333333333333,0.22355555555555556,-0.030750000000000003,-0.1365,-0.214,32,22,3
hit:9507_conv:19015,caring,I showed my wife how to use a gun,"yes, me too! and when we moved in it looked like a very safe neighborhood until recently. so much gang activity",have you contacted local police to warned them?,0.168,0.05519999999999999,0.2056,-0.056000000000000015,0.09533333333333334,0.21933333333333335,21,8,3
hit:3668_conv:7336,excited,My brother got out of prison.,My brother got out of prison yesterday! It felt so good to see him after such a long time.,"That must have been a great reunion! Who was happier, him or you?",0.199,-0.24525,-0.036500000000000005,0.5965,0.15350000000000003,0.3645,19,13,3
hit:3668_conv:7336,excited,My brother got out of prison.,"Definitely me, I gave him a big bear hug when he walked out those gates.",He was lucky to have you waiting there for him!,0.33399999999999996,-0.09,0.13049999999999998,0.30400000000000005,-0.108,0.146,15,10,3
hit:4875_conv:9750,afraid,when my daughter was born ,I was so afraid when my daughter was born. She came out with the cord around her neck. ,Oh god! Did everything turn out well?,0.0848,-0.0712,-0.2024,0.28900000000000003,-0.08399999999999999,0.368,18,7,3
hit:4875_conv:9750,afraid,when my daughter was born ,"Yes luckily, the nurse scared me too because she kept saying shes not crying and she should be. ",I would have been SO scared! I'm glad it all turned out fine though! ,-0.20799999999999996,0.1365,-0.24249999999999997,0.21200000000000002,0.11120000000000001,0.03279999999999999,18,14,3
hit:6495_conv:12991,proud,I made a brilliant pizza this week. It was great,I made a great pizza this week,Good job! you must be so proud of yourself.,0.5433333333333333,-0.1426666666666667,-0.029333333333333322,0.47300000000000003,-0.00449999999999999,0.2825,7,9,3
hit:6495_conv:12991,proud,I made a brilliant pizza this week. It was great,"Absolutely, I think I'll go into business now","Hey, if you're passionate about it, then go for it!",0.32266666666666666,-0.05466666666666666,0.21133333333333335,0.5,0.268,0.17500000000000002,8,10,3
hit:3463_conv:6927,terrified,A dog chased me down the street the other day. It was such a scary experience,A dog chased me through a street the other day,did he catch you?,0.0708,-0.13879999999999998,-0.304,0.062,-0.126,0.104,10,4,1
hit:3463_conv:6927,terrified,A dog chased me down the street the other day. It was such a scary experience,No i somehow managed to escape.. it was so scary,wow thats good,-0.571,0.7170000000000001,-0.023999999999999997,0.876,-0.264,0.068,10,3,1
hit:3951_conv:7903,joyful,i was happy when i got promoted a few months back,i was happy when i got promoted a few months back,"That is great.  Congatulations!!!! Did you get a big raise, too?",0.4173333333333333,-0.10466666666666667,0.012666666666666678,0.6925,0.266,0.5269999999999999,11,11,3
hit:3951_conv:7903,joyful,i was happy when i got promoted a few months back,yea i got an 8% raise.. thank you.. it was a long time coming,It always feel good to get what you deserve!,0.464,-0.164,0.13833333333333334,0.641,-6.938893903907228e-18,0.20500000000000002,14,9,3
hit:9333_conv:18667,prepared,There is suppose to be a huge storm coming. I went to the store and got supplies so i am ready.,There is suppose to be a huge storm coming. I went to the store and got supplies so i am ready.,That's a good idea! It's always smart to be on the safe side.,0.18975,0.0024999999999999883,0.0965,0.5336666666666666,-0.21766666666666667,0.2896666666666667,21,13,3
hit:9333_conv:18667,prepared,There is suppose to be a huge storm coming. I went to the store and got supplies so i am ready.,"We usually don't have horrible storms so i never do it, but i have heard this one is going to be a bad one.  i just want to be ready",I've done that as well where nothing ends up happening but I bought all this stuff. You never know what could happen though.,0.0012000000000000233,-0.01900000000000001,0.00019999999999998909,0.1632,-0.0896,-0.051600000000000014,30,23,3
hit:2590_conv:5181,apprehensive,Recently we had a 7 hour drive to get to our vacation spot_comma_ the rain was heavy and so was the traffic on the drive there. It made me very nervous!,"I just got back from our vacation, but the drive there was so nerve wracking. There was heavy rain and traffic, and some nighttime driving. Had me on edge",so very bad ya,-0.087,0.01860000000000001,-0.04740000000000001,-0.75,0.25,-0.254,29,4,1
hit:2590_conv:5181,apprehensive,Recently we had a 7 hour drive to get to our vacation spot_comma_ the rain was heavy and so was the traffic on the drive there. It made me very nervous!,"Yes, well, it was just one of those things I know, but still was very tiring and can get to you after that drive.",ok,0.12457142857142858,-0.13485714285714287,-0.044571428571428574,0.0,0.0,0.0,24,1,1
hit:10834_conv:21669,disgusted,I watched my kitten kill a roach the other day and eat it. It was so disgusting.,My kitten caught a cockroach in my kitchen last night. She then proceeded to try and eat it in front of me which was disgusting.,Yuck! At least the cockroach isn't in your kitchen anymore! My cats like to catch mice and bring them to the front door.,0.08625000000000002,-0.040749999999999995,-0.2135,0.1317777777777778,-0.24644444444444444,-0.18355555555555558,25,23,3
hit:10834_conv:21669,disgusted,I watched my kitten kill a roach the other day and eat it. It was so disgusting.,"That's awful! I had to leave the room, I couldn't watch.",I wouldn't have been able to either! It's super gross!,-0.15200000000000002,-0.135,-0.1935,0.16333333333333325,0.15866666666666665,0.18066666666666673,11,10,3
hit:10890_conv:21781,embarrassed,The other day i was in my car with the windows down singing.  didn't know anyone else was around.,The other day i was in my car with the windows down singing. I didn't know anyone else was around.,That sounds like a really lovely way to go somewhere in a car!,0.38633333333333336,-0.24333333333333337,-0.07833333333333332,0.389,-0.104,-0.017000000000000005,20,13,3
hit:10890_conv:21781,embarrassed,The other day i was in my car with the windows down singing.  didn't know anyone else was around.,Haha I was horrified though. I never sing in front of people.,"On no! I'm sorry you were embarrassed, but I'm sure it sounded wonderful! ",0.08949999999999997,0.12049999999999998,-0.04450000000000001,0.14249999999999996,-0.016000000000000014,0.04049999999999998,12,13,3
hit:2874_conv:5749,sentimental,Last summer my kids left for college. I got so emotional thinking about how short the time was since they were born. I didn't want to let go of them and was bawling.,My kids left for college last summer. I got teary when they got in the car to leave. I was thinking about how quick their childhood had gone by.,I have those kinds of feelings as well. I think memories are a good thing though,0.1863636363636364,-0.14600000000000002,-0.12581818181818183,0.556,-0.33314285714285713,0.06485714285714285,29,16,3
hit:2874_conv:5749,sentimental,Last summer my kids left for college. I got so emotional thinking about how short the time was since they were born. I didn't want to let go of them and was bawling.,It was rough for me because I have so many memories of them growing up. Now I miss them so much!,"I can understand that for sure, just remember the good ones",0.18066666666666664,0.10799999999999998,0.07533333333333335,0.4673333333333334,-0.30466666666666664,0.08266666666666667,21,11,3
hit:2930_conv:5861,disappointed,I promised my friend to pick her up after work but I totally forgot. I just left her at work and now I feel like I let her down immensely.,I promised my friend to pick her up after work but I totally forgot. I just left her at work and now I feel like I let her down immensely.,She was probably disappointed at you.,0.23480000000000004,-0.0962,0.0548,-0.858,-0.056,-0.518,30,6,2
hit:2930_conv:5861,disappointed,I promised my friend to pick her up after work but I totally forgot. I just left her at work and now I feel like I let her down immensely.,Yeah I know she was. I texted/called her trying to explain to her I forgot and she completely ignored me.,Are you upset about this? I'd try meeting hr in person,0.476,-0.168,0.41999999999999993,0.03549999999999999,0.08149999999999999,0.047499999999999994,20,11,2
hit:3765_conv:7531,lonely,I went to a concert by myself.,I went to a concert by myself because all my friends were too busy doing other things.,Aww thats too bad that no one else could go.  What concert was it?,0.26680000000000004,-0.1072,-0.0864,0.057499999999999996,0.1125,-0.0475,17,14,2
hit:3765_conv:7531,lonely,I went to a concert by myself.,It was a Marilyn Manson concert. I was even dancing by myself.,haha that must have been a crazy concert! ,0.823,0.735,0.162,0.0013333333333333715,0.3946666666666667,-0.013333333333333327,12,8,2
hit:11646_conv:23293,sentimental,It was my anniversary_comma_ my spouse brought me flowers and gifts. ,"It was my anniversary, my spouse bought me flowers and gifts.",Oh that is so sweet. ,0.6559999999999999,0.049,0.0525,0.336,-0.164,-0.236,11,5,2
hit:11646_conv:23293,sentimental,It was my anniversary_comma_ my spouse brought me flowers and gifts. ,"Yes, I love flowers, I wouldn't mind getting flowers everyday.",Flowers are definitely beautiful.,0.5976,-0.3292,-0.088,0.677,-0.197,-0.098,10,4,2
hit:8436_conv:16872,joyful,I am so happy my lease is almost up on this apartment. I am going to move into something bigger and better,MY lease is almost up on my tiny apartment,What will you do next?,0.14533333333333334,-0.29866666666666664,-0.16666666666666666,0.368,-0.044,0.27099999999999996,9,5,1
hit:8436_conv:16872,joyful,I am so happy my lease is almost up on this apartment. I am going to move into something bigger and better,im looking to rent a house now,Have you found a house yet?,-0.069,-0.436,-0.020999999999999998,0.42000000000000004,-0.419,0.023,7,6,1
hit:9836_conv:19673,joyful,I was pretty happy tonight. I got some wings and beers,I was pretty happy tonight. I got some wings and beer,You got some good new? ,0.5145000000000001,0.08,0.11100000000000002,0.855,-0.14200000000000002,0.116,11,5,3
hit:9836_conv:19673,joyful,I was pretty happy tonight. I got some wings and beers,I just liked drinking and eating with friends tonight,I cant think of better way to have fun with friends. Sounds like a great time.,0.5433333333333333,-0.09133333333333334,0.003333333333333336,0.5317777777777778,-0.053999999999999986,0.14088888888888892,9,16,3
hit:5395_conv:10790,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,"My uncle helped me out with $1,000 when moving out of state recently.",thats awesome i bet you were very thankful,0.12933333333333333,-0.168,0.026666666666666672,0.5559999999999999,0.29266666666666663,0.35800000000000004,13,8,3
hit:5395_conv:10790,grateful,I moved out of state recently. My aunt and uncle were very kind and gave me $1_comma_000 to help out.,"Yeah, for sure. I'm not sure I could have really done it without some help.",thats what family is for,0.414,-0.326,0.36399999999999993,0.936,-0.234,0.286,15,5,3
hit:2666_conv:5332,guilty,I lost my wife's wedding ring,"Hi, I was cleaning the dishes and lost my wife's wedding ring.",Oh wow! That's horrible! Did it fall down the drain?,0.1592,0.01720000000000001,-0.22200000000000003,-0.65,0.32266666666666666,-0.43933333333333335,12,10,3
hit:2666_conv:5332,guilty,I lost my wife's wedding ring,"Yes, and I feel so bad about it. I cant look my wife in the eye anymore",Well hopefully she should be able to forgive you. It was an accident.,0.2252,0.020399999999999995,0.036800000000000006,0.12799999999999997,0.21066666666666664,0.13866666666666666,17,13,3
hit:10764_conv:21529,trusting,I can tell my best friend anything!,I can tell my best friend anything!,Sounds like a great friend! Do they just listen or offer helpful advice?,0.4126666666666667,-0.25133333333333335,-0.010666666666666666,0.5957499999999999,-0.024,0.16525,7,13,3
hit:10764_conv:21529,trusting,I can tell my best friend anything!,I usually ask her for advice and tell her embarrassing stories because she never snitches!,Loyal and caring. You've got a winner on your hands!,-0.013666666666666669,0.00366666666666667,-0.04466666666666669,0.5165000000000001,-0.07100000000000001,0.23850000000000002,15,10,3
hit:1601_conv:3203,furious,I was at a retail store and was ignored by the cashier who was checking me out.,I was at a retail store and was ignored by the cashier who was checking me out.,"That's always rough, maybe she didn't hear you?",0.18066666666666667,-0.13066666666666665,-0.132,0.166,0.22299999999999998,0.07600000000000001,17,8,3
hit:1601_conv:3203,furious,I was at a retail store and was ignored by the cashier who was checking me out.,"No, she was just incompetent.",Well she was just rude then. Not your fault at all.,-0.734,0.132,-0.522,-0.751,0.379,-0.41400000000000003,5,11,3
hit:2765_conv:5531,sad,My roomate is leaving at the end of the month. I won't be able to hang out with him as he is moving up north.,My roomate is leaving at the end of the month to move up north,Are you going to have any other roommate or you will be living alone?,-0.1056,-0.1808,-0.12,0.2823333333333333,-0.295,-0.05699999999999999,14,14,2
hit:2765_conv:5531,sad,My roomate is leaving at the end of the month. I won't be able to hang out with him as he is moving up north.,"I'll be by myself, so I need to find another roomate. I'm not really sure about the best way to do that though. I had enough randoms in college",Maybe you can post an ad on Craigslist. That way many will see and be interested ,0.28600000000000003,-0.10366666666666668,0.09166666666666667,0.21085714285714285,-0.19885714285714287,0.02028571428571429,29,16,2
hit:3832_conv:7665,disappointed,My friend decided to lie about cheating with another girl when he was confronted with clear evidence. It made me sad to know that I'm friends with some people like that,My friend decided to lie about cheating with another girl when he was confronted with clear evidence,Wow that must have been awkward.  You can't really argue with the evidence sitting right in front of you.,0.1965,-0.017499999999999988,0.098,-0.06428571428571427,-0.092,0.0822857142857143,17,19,3
hit:3832_conv:7665,disappointed,My friend decided to lie about cheating with another girl when he was confronted with clear evidence. It made me sad to know that I'm friends with some people like that,"No, you can't. It's especially awkward when you all know each other well. It makes me sad, honestly",Yea it's always sad when a relationship doesn't work out.  Hopefully in the future he can be more honest.,-0.0232,-0.2024,-0.21999999999999997,0.43971428571428567,-0.09571428571428572,0.12857142857142856,18,19,3
hit:11046_conv:22093,terrified,I was home alone and playing a creepy VR game.  It wasnt really expected to take that creepy of a turn.,I was home alone last night playing a VR game.  It took a really creepy turn that I really wasnt expecting at all.,What happened?,0.06771428571428571,-0.04857142857142859,-0.19571428571428573,0.0,0.0,0.0,23,2,2
hit:11046_conv:22093,terrified,I was home alone and playing a creepy VR game.  It wasnt really expected to take that creepy of a turn.,It was a duck hunting game and all of a sudden the dog from the game killed my mom and started coming after me.  I dont know if you've ever tried VR but everything feels SO real.  It was pretty scary,"I've never tried VR, but just imagining that is scaring me away from it.",0.30276923076923073,0.15076923076923077,0.08046153846153845,0.53,-0.084,0.09,41,14,2
hit:1730_conv:3461,excited,I can't wait to go on vacation!,5,What does that mean exactly?,0.0,0.0,0.0,-0.009999999999999995,-0.197,-0.04400000000000001,1,5,2
hit:1730_conv:3461,excited,I can't wait to go on vacation!,Sorry!  I can't wait to go on vacation,I would love a vacation!,-0.009999999999999981,-0.27,-0.24100000000000005,0.5553333333333333,-0.05266666666666666,0.132,8,5,2
hit:4207_conv:8414,disgusted,I just pulled a container out of the fridge that has been in there for months. When I opened it_comma_ I was disgusted at what I found.,"Oh man. I was cleaning out my fridge, and found something unpleasant.",OH NO that is the worst! Did you clean it up?,0.0605,-0.127,-0.248,0.654,-0.66,0.0,12,11,3
hit:4207_conv:8414,disgusted,I just pulled a container out of the fridge that has been in there for months. When I opened it_comma_ I was disgusted at what I found.,"Well I threw it out. It was some unidentifiable stuff in a plastic container. It had been in there for months, I think.",You shoudl write the date on stuff to prevent that from happening again,0.2548,-0.32199999999999995,-0.13079999999999997,0.2476,-0.202,-0.0692,23,13,3
hit:8051_conv:16102,nostalgic,I heard a lot of cool songs on a radio station I usually don't listen to. It really took me back to the 90s.,I got to hear a lot of cool songs on a radio station I usually don't listen to.,Nice! Which ones did you hear!,0.44628571428571423,-0.22114285714285714,-0.023714285714285705,0.488,-0.22466666666666668,-0.024000000000000007,18,6,3
hit:8051_conv:16102,nostalgic,I heard a lot of cool songs on a radio station I usually don't listen to. It really took me back to the 90s.,"Mambo #5, Missy Elliot, and Ricky Martin. It really took me back",That one is a zinger! I remember listening to that when I took my grandma to prom!,0.17800000000000002,-0.03,-0.25733333333333336,0.3205,-0.31899999999999995,-0.1405,12,17,3
hit:481_conv:962,content,One time I needed a 50% on my calculus final in order to keep my A in the class. I got a 48% but in the end he rounded my grade up to an A anyway so I was fine with it.,Ever had a time where you really needed a certain grade on a final to keep your letter grade? I did that in calculus last semester.,"Yea I know how you feel, I have no idea what im doing in math sometimes",0.18859999999999996,-0.29100000000000004,0.12039999999999998,0.4140000000000001,-0.10766666666666665,0.22299999999999998,26,16,3
hit:481_conv:962,content,One time I needed a 50% on my calculus final in order to keep my A in the class. I got a 48% but in the end he rounded my grade up to an A anyway so I was fine with it.,Exactly! I didn't even do well enough to keep my A but he gave it to me anyway haha.,"Yea I just aim to pass and pray, it can be hard sometimes, depends on the teacher",0.428,-0.408,0.094,0.18857142857142856,-0.1645714285714286,0.10942857142857143,19,17,3
hit:12237_conv:24474,sad,When people try to control me,I don't like working with managers that try to micro-manage me,"Me neither, I hate it when they just wont leave you alone",0.24933333333333332,-0.054,0.14800000000000002,-0.5105,-0.1865,-0.384,11,12,3
hit:12237_conv:24474,sad,When people try to control me,"Right, it kind of feels like they're insecure with their abilities while trying to make me feel bad at the same time",Yes! I feel the same,0.27660000000000007,-0.09400000000000001,0.07519999999999998,0.604,0.204,0.192,22,5,3
hit:10614_conv:21228,faithful,I almost had an affair once. A friend of mines girl friend came on to me when we were alone. I politely declined.,"I had a chance to cheat on my wife once,",Oh no! That's horrible. Please tell me you didn't. ,0.22933333333333336,0.3046666666666667,0.005333333333333329,-0.378,0.207,-0.145,10,9,3
hit:10614_conv:21228,faithful,I almost had an affair once. A friend of mines girl friend came on to me when we were alone. I politely declined.,I did not. I left there quickly. It was not something I would ever want to do.,"Awww, that is awesome! I am so proud of you! ",0.1888,0.12879999999999997,0.023200000000000002,0.886,0.597,0.764,17,10,3
hit:1043_conv:2086,trusting,when i loaned my friend money , My friend told me she didnt have enough money for rent and that she needed to borrow some money. ,I know you're not asking for advice but... DONT. Just dont.,0.3376666666666666,-0.009000000000000003,0.21133333333333337,0.463,-0.231,0.392,19,11,3
hit:1043_conv:2086,trusting,when i loaned my friend money ,I know... but I already did.. hoping for the best :/ ,ahhhhhh! I see this on Judge Judy everyday!,0.449,-0.17,0.15799999999999997,0.25666666666666665,-0.15666666666666665,0.09399999999999999,11,8,3
